train_acc,train_sensitividade,train_especificidade,train_f1Score,train_loss,validation_acc,validation_sensitividade,validation_especificidade,validation_f1Score,valid_loss
0.47706422018348627,0.48623853211009177,0.46788990825688076,0.4818181818181818,0.7009872066865274,0.52,1.0,0.04,0.6756756756756758,0.7185435891151428
0.6513761467889908,0.5963302752293578,0.7064220183486238,0.6310679611650484,0.6401977172685326,0.5,1.0,0.0,0.6666666666666666,0.7639471888542175
0.6422018348623854,0.5504587155963303,0.7339449541284404,0.6060606060606061,0.6048318054697929,0.54,1.0,0.08,0.684931506849315,0.7169830441474915
0.6513761467889908,0.6880733944954128,0.6146788990825688,0.6637168141592921,0.5880036447026314,0.6,1.0,0.2,0.7142857142857143,0.6641941666603088
0.7522935779816514,0.8073394495412844,0.6972477064220184,0.7652173913043478,0.5416448843588523,0.72,0.8,0.64,0.7407407407407408,0.5734718203544616
0.8440366972477065,0.8532110091743119,0.8348623853211009,0.8454545454545455,0.4694001876979793,0.72,0.8,0.64,0.7407407407407408,0.5550274610519409
0.8440366972477065,0.8715596330275229,0.8165137614678899,0.8482142857142858,0.4410279915420287,0.72,0.56,0.88,0.6666666666666666,0.5466692328453064
0.7935779816513762,0.7155963302752294,0.8715596330275229,0.7761194029850746,0.47195598934221705,0.72,0.88,0.56,0.7586206896551725,0.5431476712226868
0.8165137614678899,0.8165137614678899,0.8165137614678899,0.81651376146789,0.45325291922333044,0.6,1.0,0.2,0.7142857142857143,0.6854420185089112
0.8302752293577982,0.8715596330275229,0.7889908256880734,0.8370044052863436,0.4331939849284811,0.74,0.84,0.64,0.7636363636363636,0.5243099391460418
0.8899082568807339,0.8990825688073395,0.8807339449541285,0.8909090909090909,0.3601249796808313,0.76,0.76,0.76,0.76,0.5153318524360657
0.8807339449541285,0.8623853211009175,0.8990825688073395,0.8785046728971964,0.346929306694127,0.72,0.68,0.76,0.7083333333333334,0.5107123494148255
0.8532110091743119,0.8532110091743119,0.8532110091743119,0.8532110091743119,0.39471406031639206,0.76,0.76,0.76,0.76,0.5192137897014618
0.8899082568807339,0.908256880733945,0.8715596330275229,0.891891891891892,0.32467837631702423,0.74,0.84,0.64,0.7636363636363636,0.521262925863266
0.9357798165137615,0.963302752293578,0.908256880733945,0.9375,0.27036219712244264,0.76,0.8,0.72,0.7692307692307692,0.4866221368312836
0.9174311926605505,0.8990825688073395,0.9357798165137615,0.9158878504672897,0.2746389300451366,0.68,1.0,0.36,0.7575757575757575,0.6958307981491089
0.8486238532110092,0.8899082568807339,0.8073394495412844,0.8546255506607929,0.35130346429730774,0.8,0.84,0.76,0.8076923076923077,0.4939050555229187
0.8944954128440367,0.908256880733945,0.8807339449541285,0.8959276018099548,0.2896810146646762,0.7,0.64,0.76,0.6808510638297872,0.5339271903038025
0.9128440366972477,0.9357798165137615,0.8899082568807339,0.9147982062780269,0.27644071078628574,0.72,0.8,0.64,0.7407407407407408,0.5350157797336579
0.8669724770642202,0.8623853211009175,0.8715596330275229,0.8663594470046083,0.33258681922057354,0.7,0.56,0.84,0.6511627906976745,0.5751878619194031
0.9403669724770642,0.9357798165137615,0.944954128440367,0.9400921658986177,0.2086581669132644,0.76,0.8,0.72,0.7692307692307692,0.5201814353466034
0.9036697247706422,0.9174311926605505,0.8899082568807339,0.9049773755656108,0.2536897572492241,0.76,0.76,0.76,0.76,0.5164417207241059
0.9174311926605505,0.8899082568807339,0.944954128440367,0.9150943396226414,0.22824331133737477,0.7,0.64,0.76,0.6808510638297872,0.5536149501800537
0.9678899082568807,0.963302752293578,0.9724770642201835,0.9677419354838711,0.18952837224126956,0.74,0.8,0.68,0.7547169811320756,0.5487167000770569
0.9174311926605505,0.8990825688073395,0.9357798165137615,0.9158878504672897,0.2042124456632028,0.72,0.92,0.52,0.7666666666666667,0.6536710500717163
0.9357798165137615,0.9541284403669725,0.9174311926605505,0.9369369369369369,0.21549402628469905,0.7,0.64,0.76,0.6808510638297872,0.5322950839996338
0.9036697247706422,0.9357798165137615,0.8715596330275229,0.9066666666666666,0.2536911889568928,0.66,0.44,0.88,0.5641025641025641,0.6090168058872223
0.9036697247706422,0.8715596330275229,0.9357798165137615,0.900473933649289,0.22667658240149874,0.72,0.88,0.56,0.7586206896551725,0.6168123722076416
0.9036697247706422,0.944954128440367,0.8623853211009175,0.907488986784141,0.2502381623543184,0.74,0.84,0.64,0.7636363636363636,0.5756259888410569
0.8761467889908257,0.8623853211009175,0.8899082568807339,0.8744186046511627,0.27835679734382063,0.66,0.48,0.84,0.5853658536585366,0.6706533342599869
