train_acc,train_sensitividade,train_especificidade,train_f1Score,train_loss,validation_acc,validation_sensitividade,validation_especificidade,validation_f1Score,valid_loss
0.5045871559633027,0.4954128440366973,0.5137614678899083,0.5,0.7322030619743767,0.58,0.96,0.2,0.6956521739130435,0.6649956226348877
0.7844036697247706,0.7247706422018348,0.8440366972477065,0.7707317073170731,0.560912197882976,0.58,0.96,0.2,0.6956521739130435,0.6820290803909301
0.8623853211009175,0.8807339449541285,0.8440366972477065,0.8648648648648649,0.47414812664373207,0.66,0.88,0.44,0.7213114754098361,0.6432616353034973
0.9128440366972477,0.926605504587156,0.8990825688073395,0.9140271493212669,0.40307705282071316,0.7,0.96,0.44,0.7619047619047619,0.6332300662994385
0.9495412844036697,0.9724770642201835,0.926605504587156,0.9506726457399103,0.3502650671048996,0.64,0.84,0.44,0.7000000000000001,0.5998140931129455
0.9770642201834863,0.963302752293578,0.9908256880733946,0.9767441860465116,0.29631843944208336,0.66,0.88,0.44,0.7213114754098361,0.6369971752166748
0.9724770642201835,0.981651376146789,0.963302752293578,0.9727272727272728,0.27496714917344783,0.64,0.76,0.52,0.6785714285714285,0.5737609505653382
0.9862385321100917,1.0,0.9724770642201835,0.9864253393665159,0.23956888353605882,0.64,0.8,0.48,0.689655172413793,0.5918375432491303
0.9954128440366973,1.0,0.9908256880733946,0.995433789954338,0.21012590142018203,0.6,0.76,0.44,0.6551724137931034,0.586668735742569
1.0,1.0,1.0,1.0,0.19109047976655696,0.64,0.84,0.44,0.7000000000000001,0.6188032031059265
0.9908256880733946,1.0,0.981651376146789,0.9909090909090909,0.17421631330470427,0.64,0.8,0.48,0.689655172413793,0.5812222719192505
1.0,1.0,1.0,1.0,0.16129088046353893,0.62,0.8,0.44,0.6779661016949153,0.6123670220375061
1.0,1.0,1.0,1.0,0.14495856321732933,0.62,0.8,0.44,0.6779661016949153,0.6079517900943756
1.0,1.0,1.0,1.0,0.13355413954192347,0.62,0.8,0.44,0.6779661016949153,0.6076947569847106
1.0,1.0,1.0,1.0,0.12296278227906708,0.62,0.8,0.44,0.6779661016949153,0.6285468578338623
1.0,1.0,1.0,1.0,0.11435663460864934,0.62,0.8,0.44,0.6779661016949153,0.6146507441997529
1.0,1.0,1.0,1.0,0.1095250073239344,0.64,0.8,0.48,0.689655172413793,0.5978409737348557
1.0,1.0,1.0,1.0,0.10028195223950465,0.6,0.76,0.44,0.6551724137931034,0.6093541622161865
1.0,1.0,1.0,1.0,0.09538117300616492,0.66,0.88,0.44,0.7213114754098361,0.6865983545780182
1.0,1.0,1.0,1.0,0.08865550389393755,0.62,0.8,0.44,0.6779661016949153,0.6366437673568726
1.0,1.0,1.0,1.0,0.08058852941618053,0.62,0.8,0.44,0.6779661016949153,0.6467609345912934
1.0,1.0,1.0,1.0,0.07528613251420337,0.62,0.8,0.44,0.6779661016949153,0.630926764011383
1.0,1.0,1.0,1.0,0.07134331287730725,0.62,0.8,0.44,0.6779661016949153,0.6583900630474091
1.0,1.0,1.0,1.0,0.06722435734550887,0.62,0.8,0.44,0.6779661016949153,0.6577802300453186
1.0,1.0,1.0,1.0,0.0633241493220723,0.62,0.8,0.44,0.6779661016949153,0.649056738615036
1.0,1.0,1.0,1.0,0.059797344472977,0.62,0.8,0.44,0.6779661016949153,0.6584235370159149
1.0,1.0,1.0,1.0,0.056799470831494815,0.62,0.8,0.44,0.6779661016949153,0.692999142408371
1.0,1.0,1.0,1.0,0.054802052574146776,0.6,0.76,0.44,0.6551724137931034,0.6526711523532868
1.0,1.0,1.0,1.0,0.05167018875069575,0.62,0.8,0.44,0.6779661016949153,0.6857282876968384
1.0,1.0,1.0,1.0,0.04847448503752367,0.62,0.8,0.44,0.6779661016949153,0.6661842644214631
