train_acc,train_sensitividade,train_especificidade,train_f1Score,train_loss,validation_acc,validation_sensitividade,validation_especificidade,validation_f1Score,valid_loss
0.5321100917431193,0.3211009174311927,0.7431192660550459,0.4069767441860465,0.7108715182050652,0.54,0.36,0.72,0.43902439024390244,0.677503502368927
0.5045871559633027,0.7247706422018348,0.28440366972477066,0.5939849624060151,0.6937515068491664,0.58,0.4,0.76,0.48780487804878053,0.6762158870697021
0.5229357798165137,0.44954128440366975,0.5963302752293578,0.4851485148514852,0.684317943699863,0.52,0.4,0.64,0.45454545454545453,0.7046277642250061
0.5825688073394495,0.5137614678899083,0.6513761467889908,0.5517241379310345,0.6780733389591952,0.54,0.64,0.44,0.5818181818181818,0.711375379562378
0.6284403669724771,0.7522935779816514,0.5045871559633027,0.6693877551020408,0.6621254365378564,0.56,0.52,0.6,0.5416666666666667,0.6910285353660583
0.6330275229357798,0.6238532110091743,0.6422018348623854,0.6296296296296297,0.6561877771255074,0.54,0.52,0.56,0.5306122448979592,0.6858402729034424
0.6422018348623854,0.6513761467889908,0.6330275229357798,0.6454545454545454,0.6489258277306863,0.54,0.52,0.56,0.5306122448979592,0.6773645043373108
0.7247706422018348,0.7431192660550459,0.7064220183486238,0.7297297297297297,0.6331647153294414,0.56,0.56,0.56,0.56,0.6723314523696899
0.7155963302752294,0.7614678899082569,0.6697247706422018,0.7280701754385966,0.6303214425340705,0.64,0.52,0.76,0.5909090909090909,0.6662507891654968
0.6972477064220184,0.7522935779816514,0.6422018348623854,0.7130434782608697,0.630182548400459,0.58,0.6,0.56,0.5882352941176471,0.6618248462677002
0.6834862385321101,0.6788990825688074,0.6880733944954128,0.6820276497695853,0.6228340065807377,0.62,0.56,0.68,0.5957446808510639,0.660328483581543
0.7110091743119266,0.6238532110091743,0.7981651376146789,0.6834170854271356,0.6156969961770083,0.64,0.56,0.72,0.6086956521739131,0.6557191491127015
0.7155963302752294,0.7155963302752294,0.7155963302752294,0.7155963302752294,0.6066480628941038,0.66,0.56,0.76,0.6222222222222222,0.6506433129310608
0.7568807339449541,0.8440366972477065,0.6697247706422018,0.7763713080168776,0.5918773040858978,0.66,0.6,0.72,0.6382978723404256,0.6472670555114746
0.7568807339449541,0.7247706422018348,0.7889908256880734,0.7488151658767772,0.5938134526987688,0.66,0.6,0.72,0.6382978723404256,0.6403988599777222
0.7293577981651376,0.8165137614678899,0.6422018348623854,0.7510548523206751,0.5942156413279542,0.66,0.6,0.72,0.6382978723404256,0.6381618022918701
0.7844036697247706,0.8256880733944955,0.7431192660550459,0.7929515418502202,0.5726173779833208,0.66,0.52,0.8,0.6046511627906976,0.6365606784820557
0.7706422018348624,0.8165137614678899,0.7247706422018348,0.780701754385965,0.5779621663990371,0.66,0.6,0.72,0.6382978723404256,0.6272030353546143
0.7935779816513762,0.7339449541284404,0.8532110091743119,0.7804878048780488,0.5618796422394043,0.64,0.52,0.76,0.5909090909090909,0.6251525759696961
0.7477064220183486,0.7155963302752294,0.7798165137614679,0.7393364928909951,0.5623576509843179,0.64,0.56,0.72,0.6086956521739131,0.62434903383255
0.7614678899082569,0.8256880733944955,0.6972477064220184,0.7758620689655172,0.5515973641784913,0.68,0.76,0.6,0.7037037037037037,0.6188485860824585
0.7522935779816514,0.7889908256880734,0.7155963302752294,0.7610619469026549,0.5597444603202539,0.66,0.52,0.8,0.6046511627906976,0.6218490242958069
0.8165137614678899,0.7798165137614679,0.8532110091743119,0.8095238095238095,0.5428858251746641,0.62,0.56,0.68,0.5957446808510639,0.6132059574127198
0.7477064220183486,0.7247706422018348,0.7706422018348624,0.7417840375586855,0.5536167547790283,0.68,0.68,0.68,0.68,0.613243556022644
0.7981651376146789,0.8348623853211009,0.7614678899082569,0.8053097345132744,0.5303648546201374,0.64,0.6,0.68,0.6250000000000001,0.6102717757225037
0.7935779816513762,0.8623853211009175,0.7247706422018348,0.8068669527896997,0.5447439485733662,0.68,0.76,0.6,0.7037037037037037,0.6101891994476318
0.8394495412844036,0.8348623853211009,0.8440366972477065,0.8387096774193548,0.5183132711900483,0.64,0.6,0.68,0.6250000000000001,0.6098762094974518
0.8440366972477065,0.7798165137614679,0.908256880733945,0.8333333333333333,0.5107980083434953,0.64,0.6,0.68,0.6250000000000001,0.606410413980484
0.7889908256880734,0.8899082568807339,0.6880733944954128,0.8083333333333333,0.5307333627972034,0.64,0.6,0.68,0.6250000000000001,0.6011160492897034
0.8073394495412844,0.7798165137614679,0.8348623853211009,0.8018867924528301,0.5110606042616958,0.64,0.6,0.68,0.6250000000000001,0.6028155565261841
