train_acc,train_sensitividade,train_especificidade,train_f1Score,train_loss,validation_acc,validation_sensitividade,validation_especificidade,validation_f1Score,valid_loss
0.5023041474654378,0.5,0.5045871559633027,0.5,0.6975178671872011,0.6,0.48,0.72,0.5454545454545454,0.6857181787490845
0.5345622119815668,0.4351851851851852,0.6330275229357798,0.482051282051282,0.6858858971551816,0.62,0.8,0.44,0.6779661016949153,0.6804813742637634
0.5898617511520737,0.7037037037037037,0.47706422018348627,0.6307053941908713,0.6779980859998185,0.56,0.6,0.52,0.576923076923077,0.6842195630073548
0.6129032258064516,0.5925925925925926,0.6330275229357798,0.6037735849056604,0.6595021217100082,0.48,0.4,0.56,0.43478260869565216,0.6927470684051513
0.6451612903225806,0.5277777777777778,0.7614678899082569,0.5968586387434555,0.6439135184485791,0.58,0.64,0.52,0.6037735849056605,0.6818385362625122
0.6267281105990783,0.8518518518518519,0.4036697247706422,0.6943396226415094,0.6537255177849449,0.6,0.76,0.44,0.6551724137931034,0.674043881893158
0.7235023041474654,0.6574074074074074,0.7889908256880734,0.702970297029703,0.6223141323036862,0.56,0.52,0.6,0.5416666666666667,0.6719547390937806
0.6774193548387096,0.5833333333333334,0.7706422018348624,0.6428571428571429,0.6304240465713536,0.54,0.56,0.52,0.5490196078431373,0.6707831621170044
0.7327188940092166,0.8055555555555556,0.6605504587155964,0.75,0.6134884302517236,0.64,0.84,0.44,0.7000000000000001,0.674440598487854
0.7235023041474654,0.6759259259259259,0.7706422018348624,0.70873786407767,0.6053580367070739,0.52,0.56,0.48,0.5384615384615384,0.6729827761650086
0.7419354838709677,0.7870370370370371,0.6972477064220184,0.752212389380531,0.6033075523266594,0.6,0.76,0.44,0.6551724137931034,0.6768601059913635
0.7926267281105991,0.75,0.8348623853211009,0.7826086956521738,0.5795210220846713,0.52,0.56,0.48,0.5384615384615384,0.6685294389724732
0.7603686635944701,0.8611111111111112,0.6605504587155964,0.7815126050420168,0.5791940524281445,0.6,0.76,0.44,0.6551724137931034,0.6716608047485352
0.7880184331797235,0.7407407407407407,0.8348623853211009,0.7766990291262137,0.5776652795378514,0.54,0.4,0.68,0.46511627906976744,0.6741177320480347
0.8018433179723502,0.7962962962962963,0.8073394495412844,0.8,0.5627349966682047,0.6,0.76,0.44,0.6551724137931034,0.6724375128746033
0.7972350230414746,0.8425925925925926,0.7522935779816514,0.8053097345132744,0.5595489361319125,0.62,0.72,0.52,0.6545454545454547,0.6766362428665161
0.7788018433179723,0.7407407407407407,0.8165137614678899,0.7692307692307692,0.5670370698524511,0.56,0.6,0.52,0.576923076923077,0.6747341990470886
0.7880184331797235,0.8240740740740741,0.7522935779816514,0.7946428571428571,0.5548934405025798,0.62,0.76,0.48,0.6666666666666666,0.6774903535842896
0.8387096774193549,0.8240740740740741,0.8532110091743119,0.8356807511737089,0.5408333358676752,0.56,0.6,0.52,0.576923076923077,0.6827842473983765
0.8341013824884793,0.8703703703703703,0.7981651376146789,0.8392857142857144,0.5328565687627836,0.62,0.72,0.52,0.6545454545454547,0.6800250172615051
0.815668202764977,0.7962962962962963,0.8348623853211009,0.8113207547169811,0.5349660883850765,0.62,0.72,0.52,0.6545454545454547,0.6768482446670532
0.815668202764977,0.8148148148148148,0.8165137614678899,0.8148148148148148,0.5244427106347501,0.6,0.68,0.52,0.6296296296296295,0.6811389446258544
0.8064516129032258,0.8240740740740741,0.7889908256880734,0.809090909090909,0.523582403972951,0.56,0.6,0.52,0.576923076923077,0.6762784123420715
0.8248847926267281,0.8333333333333334,0.8165137614678899,0.8256880733944955,0.5152239409459901,0.62,0.72,0.52,0.6545454545454547,0.6819988012313842
0.8202764976958525,0.7962962962962963,0.8440366972477065,0.815165876777251,0.5328526793537052,0.5,0.44,0.56,0.46808510638297873,0.6779885292053223
0.8064516129032258,0.8796296296296297,0.7339449541284404,0.8189655172413792,0.5169901835478945,0.56,0.6,0.52,0.576923076923077,0.6855979561805725
0.847926267281106,0.8611111111111112,0.8348623853211009,0.8493150684931507,0.48216877747241255,0.6,0.68,0.52,0.6296296296296295,0.6810802936553955
0.8387096774193549,0.8888888888888888,0.7889908256880734,0.8458149779735683,0.5010113081624431,0.62,0.72,0.52,0.6545454545454547,0.6814351797103881
0.8617511520737328,0.8518518518518519,0.8715596330275229,0.8598130841121496,0.4844986803245984,0.6,0.68,0.52,0.6296296296296295,0.6809692025184632
0.8294930875576036,0.7962962962962963,0.8623853211009175,0.8229665071770336,0.48974324261537894,0.62,0.72,0.52,0.6545454545454547,0.6770734548568725
